Name,Title,department,Education
 Leo Costello,. Associate Professor of Art History, Adjunct Professor of Psychological Sciences,"BA (1993) Skidmore College; MA (1996) American University–Washington, D.C.; MA (1999), PhD (2002) Bryn Mawr College"
 Maura Coughlin,. Assistant Professor of Economics, Adjunct Professor of Psychological Sciences,BA (2011) Johns Hopkins University; MA (2017) Cornell University; PhD (2020) Cornell University
 Jacqueline Coutí,. Laurence H. Favrot Professor of French Studies, Adjunct Professor of Psychological Sciences,"MA (2004), PhD (2008) University of Virginia"
 John Coverdale,. Adjunct Professor of Health Professions, Adjunct Professor of Psychological Sciences,"BSc (1975); MB ChB (1980) University of Otago, New Zealand"
 Kenneth Cowan,. Professor of Organ, Adjunct Professor of Psychological Sciences,"BMus (1997) Curtis Institute of Music; MMus (1999), Artist Diploma (2000) Yale University School of Music"
 Alan L. Cox,. Professor of Computer Science and of Electrical and Computer Engineering, Adjunct Professor of Psychological Sciences,"BS (1986) Carnegie Mellon University; MS (1988), PhD (1991) University of Rochester"
 Kenneth R. Cox,. Professor in the Practice of Chemical and Biomolecular Engineering, Adjunct Professor of Psychological Sciences,"BS (1974) Ohio State University; MS (1977), PhD (1979) University of Illinois"
 Alan David Crane,. Associate Professor of Finance, Adjunct Professor of Psychological Sciences,"BS (2002), BA (2002) Trinity University; PhD (2010) University of Texas–Austin"
 Sophie Crawford-Brown,. Assistant Professor of Art History, Adjunct Professor of Psychological Sciences,BA (2009) New York University; MA (2012) Florida State University; PhD (2019) University of Pennsylvania
 Shelah Crear,. Lecturer of Education, Adjunct Professor of Psychological Sciences,"BA (1998), MEd (2001) University of Texas–Austin; PhD (2013) Texas A&M University"
 Jefferson L. Creek,. Adjunct Professor of Chemical and Biomolecular Engineering, Adjunct Professor of Psychological Sciences,"BS (1967) Middle Tennessee State University; MS (1969), PhD (1975) Southern Illinois University–Carbondale"
 Justin C. Cronin,. Writer-in-Residence in English, Adjunct Professor of Psychological Sciences,BA (1984) Harvard University; MFA (1989) University of Iowa
 Diane Crossey,. Professor in the Practice of Sport Management, Adjunct Professor of Psychological Sciences,"BBA (1992), MS (1994) University of Massachusetts     "
 Kevin Crotty,. Associate Professor of Finance, Adjunct Professor of Psychological Sciences,"BMus (2004), MAcco (2005) University of North Carolina; PhD (2012) Kellogg School of Management, Northwestern University"
 Steven G. Crowell,. Joseph and Joanna Nazro Mullen Professor of Philosophy, Professor of Philosophy,AB (1974) University of California at Santa Cruz; MA (1976) Northern Illinois University; PhD (1981) Yale University
 Miguel Cruz,. Adjunct Assistant Professor of Bioengineering, Professor of Philosophy,BS (1983) University of Puerto Rico; PhD (1989) University of Puerto Rico–School of Medicine
 Elizabeth Cummins-Muñoz,. Lecturer of the Program in Writing and Communication, Professor of Philosophy,BA (1995) University of Texas; MA (1998) University of Pennsylvania; PhD (2007) University of Houston
 Flávio Cunha,. Ervin Kenneth Zingler Professor of Economics, Wiess College Magister,MS (2000) Fundação Getúlio Vargas; PhD (2007) University of Chicago
 Anand Dabak,. Adjunct Associate Professor of Electrical and Computer Engineering, Wiess College Magister,"BTech (1987) Indian Institute of Technology; MS (1989), PhD (1992) Rice University"
 James B. Dabney,. Adjunct Professor of Mechanical Engineering, Wiess College Magister,BS (1974) Virginia Polytechnic Institute and State University; MS (1993) University of Houston–Clear Lake; PhD (1998) Rice University
 Clifford C. Dacso,. Adjunct Professor of Electrical and Computer Engineering, Wiess College Magister,"BA (1972), MA (1972) University of Pennsylvania; MD (1975) Baylor College of Medicine; MPH (1980) University of Texas School of Public Health; MBA (1990) Pepperdine University"
 Pengcheng Dai,. Sam & Helen Worden Professor, Professor of Physics and Astronomy,"dabneyBS (1984) Zhenzhou University, PhD (1993) University of Missouri"
 David Damanik,. Robert L. Moody, Sr. Chair of Mathematics,"BS (1995) Mathematics, BS (1996) Computer Science, PhD (1998) Johann Wolfgang Goethe-Universität"
 Rajdeep Dasgupta,. Maurice Ewing Professor of Earth, Environmental and Planetary Sciences,"BSc (1998), MSc (2000) Jadavpur University, India; PhD (2006) University of Minnesota"
 Nathan Dautenhahn,. Assistant Professor of Computer Science, Environmental and Planetary Sciences,BS (2008) University of New Mexico; PhD (2016) University of Illinois at Urbana-Champaign
 April D. DeConick,. Isla Carroll Turner and Percy Turner Professor of Religion, Environmental and Planetary Sciences,"AB (1987), MA (1988), PhD (1994) University of Michigan"
 Sylvia Dee,. Assistant Professor of Earth, Environmental and Planetary Sciences,BSE (2010) Princeton; PhD (2015) University of Southern California
 Maarten V. de Hoop,. Simons Chair in Computational and Applied Mathematics and Earth, Environmental and Planetary Sciences,"BS (1981), MS (1984) Utrecht University; PhD (1992) Delft University of Technology"
 Nikki Delk,. Adjunct Professors of BioSciences, Environmental and Planetary Sciences,BS (1996) Georgetown University; PhD (2006) Rice University
 Patricia DeLucia,. Professor of Psychological Sciences, Environmental and Planetary Sciences,"BA (1983) Adelphi University; MA (1984,1986), PhD (1989) Columbia University"
 Marcos de Moraes,. Assistant Professor of BioSciences, Environmental and Planetary Sciences,"BS (2009), MS (2012) Campinas State University; PhD (2016) University of Florida"
 Bryan T. Denny,. Assistant Professor of Psychological Sciences, Environmental and Planetary Sciences,"BA (2005) Stanford University; MA (2011), MPhil (2011), PhD (2012) Columbia University"
 Joan DerHovsepian,. Artist Teacher of Viola, Environmental and Planetary Sciences,"BM (1991), MM (1994) Eastman School of Music"
 Amber Dermont,. Gladys Louise Fox Associate Professor of English, Environmental and Planetary Sciences,"BA (1993) Vassar College, MA (1996) Emerson College, MFA (1998) University of Iowa, Iowa Writers Workshop, PhD (2006) University of Houston"
 Scott S. Derrick,. Associate Professor of English, Environmental and Planetary Sciences,BA (1975) Albright College; MA (1978) University of Chicago; PhD (1987) University of Pennsylvania
 Reginald DesRoches,. Howard R. Hughes Provost, Professor of Civil and Environmental Engineering and Mechanical Engineering,"BS (1990), MS, PhD (1998) University of California–Berkeley"
 Connor Dezzani-Huff,. Assistant Professor of Political Science., Professor of Civil and Environmental Engineering and Mechanical Engineering,BA (2010) University of California Santa Cruz; PhD (2019) Harvard University
 Utpal Dholakia,. George R. Brown Chair of Marketing and Professor of Management, Professor of Civil and Environmental Engineering and Mechanical Engineering,"BE (1993) University of Bombay; MS (1994) Ohio State University; MS (1997), PhD (1998) University of Michigan–Ann Arbor"
 Christina Diaz,. Assistant Professor of Sociology, Professor of Civil and Environmental Engineering and Mechanical Engineering,"BA (2007), MA (2009) DePaul University; MS (2011), PhD (2015) University of Wisconsin-Madison"
 Thais Diaz Montalvo,. Lecturer of Spanish, Professor of Civil and Environmental Engineering and Mechanical Engineering,"BA (1997), JD (2000) University of Puerto Rico; MA (2005) Brown University"
 Lina Dib,. Lecturer of the Program in Writing and Communication, Professor of Civil and Environmental Engineering and Mechanical Engineering,"DEC Fine Arts (1999) Cégep St-Laurent; BSc (2002), MSc (2006) Université́ de Montréal; PhD (2013) Rice University"
 Debra Dickinson,. Artist Teacher of Opera Studies, Professor of Civil and Environmental Engineering and Mechanical Engineering,BS (1975) Northwestern University; MA (1991) Hunter College
 Mary Dickinson,. Adjunct Professor of Bioengineering, Professor of Civil and Environmental Engineering and Mechanical Engineering,"BS (1989) Vanderbilt University; MA (1992), PhD (1996) Columbia University"
 J. David Dickman,. Adjunct Professor of Psychological Sciences, Director of the Neuroscience Program,"BA (1979) University of Oklahoma; MS, PhD (1985) University of Wyoming"
 Roberta M. Diddel,. Adjunct Assistant Professor and Lecturer of Psychological Sciences, Director of the Neuroscience Program,BA (1976) Wesleyan University; PhD (1989) Boston University
 Michael Diehl,. Associate Professor of Bioengineering and Chemistry, Director of the Neuroscience Program,BA (1997) The College of New Jersey; PhD (2002) University of California–Los Angeles
 Cassandra Diep,. Assistant Teaching Professor of Kinesiology, Director of the Neuroscience Program,"BA (2007) Rice University; MS (2009), PhD (2012) Texas A&M University"
 Edward P. Djerejian,. Edward A. and Hermena Hancock Kelly University Chair for Senior Scholars, Janice and Robert McNair Director of the James A. Baker III Institute for Public Policy,"BS (1960), Doctor of Humanities (Hon) (1992) Georgetown University"
 Kim-Anh Do,. Adjunct Professor of Statistics, Janice and Robert McNair Director of the James A. Baker III Institute for Public Policy,"BS (1983) Queensland University; MS (1985), PhD (1990) Stanford University"
 John Dobelman,. Professor in the Practice, Director of Professional Master’s Program,"BS (1979), MBPM (1985), PhD (2004) Rice University"
 Stanley A. Dodds,. Associate Professor of Physics and Astronomy, Associate Chair for Administration,BS (1968) Harvey Mudd College; PhD (1975) Cornell University
 Daniel Domingues Da Silva,. Associate Professor of History, Magister of Martel College,"BA (2004), MA (2009), PhD (2011) Emory University"
 Jack Dongarra,. Adjunct Professor of Computer Science, Magister of Martel College,BS (1972) Chicago State University; MS (1973) Illinois Institute of Technology; PhD (1980) University of New Mexico
 James Doss-Gollin,. Assistant Professor of Civil and Environmental Engineering, Magister of Martel College,"BS (2015) Yale University; MS (2016), PhD (2020) Columbia University"
 Charles Dove,. Professor in the Practice of Film, Director of Rice Cinema,"BA (1984) University of Illinois; MA (1988), PhD (1995) Johns Hopkins University"
 Jeffrey J. Dravis,. Adjunct Professor of Earth, Environmental and Planetary Sciences,BS (1971) St. Mary’s University; MS (1977) University of Miami; PhD (1980) Rice University
 Rebekah Anna Drezek,. Professor of Bioengineering and of Electrical and Computer Engineering, Environmental and Planetary Sciences,BSE (1996) Duke University; PhD (2001) University of Texas–Austin
 Jefferson Duarte,. Gerald D. Hines Associate Professor of Real Estate Finance, Director of Real Estate Initiatives,"BS (1991) Eng. Instituto Technologico de Aeronautica, Brazil; MBA (2000), PhD (2000) University of Chicago"
 Marc Peter Dudey,. Associate Professor of Economics, Director of Real Estate Initiatives,BA (1980) University of Wisconsin at Madison; MS (1986) University of Southern California; PhD (1984) Princeton University
 Leonardo Dueñas-Osorio,. Professor of Civil and Environmental Engineering, Director of Real Estate Initiatives,"BS (1996) Universidad de la Salle, Bogotá, Colombia; MS (1998) Universidad de los Andes, Bogotá, Colombia; MS (2000) Pontificia Universidad Javeriana, Bogotá, Colombia; MEng (2001) Massachusetts Institute of Technology; PhD (2005) Georgia Institute of Technology"
 Brandon Dugan,. Adjunct Professor of Earth, Environmental and Planetary Sciences,BGeoE (1997) University of Minnesota; PhD (2003) Pennsylvania State University
 Amy E. Dunham,. Associate Professor of Ecology and Evolutionary Biology, Environmental and Planetary Sciences,BA (1995) Connecticut College; PhD (2003) State University of New York–Stony Brook
 James F. Dunham,. Professor of Viola and Chamber Music, Environmental and Planetary Sciences,"BFA (1972), MFA (1974) California Institute of the Arts"
